species,sample_size,position,coord,density
rat,100,-0.15,0.04262327596217234,0.055325136074658825
rat,100,-0.15,0.043028082920155614,0.09136527849596211
rat,100,-0.15,0.0434328898781389,0.14103341016368096
rat,100,-0.15,0.043837696836122174,0.1986345649325635
rat,100,-0.15,0.04424250379410545,0.25391405921237686
rat,100,-0.15,0.04464731075208873,0.2942593625723857
rat,100,-0.15,0.045052117710072004,0.30908818925241094
rat,1000,0.85,0.0010223417235094153,1.7541636982172923
rat,1000,0.85,0.0011345301232103767,2.411430351065208
rat,1000,0.85,0.001246718522911338,3.517625318823851
rat,1000,0.85,0.0013589069226122995,5.361522708141036
rat,1000,0.85,0.0014710953223132609,8.282752167022583
rat,1000,0.85,0.0015832837220142223,12.624794883615445
rat,1000,0.85,0.0016954721217151835,18.676735505380094
rat,1000,0.85,0.001807660521416145,26.618808471445014
rat,1000,0.85,0.0019198489211171062,36.492483851200035
rat,1000,0.85,0.002032037320818068,48.21462267770807
rat,1000,0.85,0.002144225720519029,61.63893575683245
rat,1000,0.85,0.00225641412021999,76.63716294871661
rat,1000,0.85,0.002368602519920952,93.14494572773049
rat,1000,0.85,0.0024807909196219134,111.121120739137
rat,1000,0.85,0.0025929793193228746,130.41726941702282
rat,1000,0.85,0.0027051677190238358,150.62378968157438
rat,1000,0.85,0.0028173561187247974,170.99813326598922
rat,1000,0.85,0.002929544518425759,190.55020886852705
rat,1000,0.85,0.0030417329181267197,208.27019262893256
rat,1000,0.85,0.0031539213178276813,223.39577357622505
rat,1000,0.85,0.003266109717528643,235.59220714314998
rat,1000,0.85,0.0033782981172296046,244.97234158489618
rat,1000,0.85,0.0034904865169305653,251.97024875080237
rat,1000,0.85,0.003602674916631527,257.1423817934927
rat,1000,0.85,0.0037148633163324885,260.980149307146
rat,1000,0.85,0.00382705171603345,263.7942624017938
rat,1000,0.85,0.003939240115734411,265.6989805584991
rat,1000,0.85,0.0040514285154353725,266.6898209068025
rat,1000,0.85,0.004163616915136334,266.7689955184648
rat,1000,0.85,0.004275805314837296,266.0420189937652
rat,1000,0.85,0.0043879937145382564,264.7147145744445
rat,1000,0.85,0.004500182114239218,262.97475190688436
rat,1000,0.85,0.00461237051394018,260.8186149716889
rat,1000,0.85,0.00472455891364114,257.9308090240472
rat,1000,0.85,0.004836747313342102,253.70194513834693
